RedFighter,BlueFighter,RedOdds,BlueOdds,RedExpectedValue,BlueExpectedValue,Date,Location,Country,TitleBout,WeightClass,Gender,NumberOfRounds,BlueCurrentLoseStreak,BlueCurrentWinStreak,BlueDraws,BlueAvgSigStrLanded,BlueAvgSigStrPct,BlueAvgSubAtt,BlueAvgTDLanded,BlueAvgTDPct,BlueLongestWinStreak,BlueLosses,BlueTotalRoundsFought,BlueTotalTitleBouts,BlueWinsByDecisionMajority,BlueWinsByDecisionSplit,BlueWinsByDecisionUnanimous,BlueWinsByKO,BlueWinsBySubmission,BlueWinsByTKODoctorStoppage,BlueWins,BlueStance,BlueHeightCms,BlueReachCms,BlueWeightLbs,RedCurrentLoseStreak,RedCurrentWinStreak,RedDraws,RedAvgSigStrLanded,RedAvgSigStrPct,RedAvgSubAtt,RedAvgTDLanded,RedAvgTDPct,RedLongestWinStreak,RedLosses,RedTotalRoundsFought,RedTotalTitleBouts,RedWinsByDecisionMajority,RedWinsByDecisionSplit,RedWinsByDecisionUnanimous,RedWinsByKO,RedWinsBySubmission,RedWinsByTKODoctorStoppage,RedWins,RedStance,RedHeightCms,RedReachCms,RedWeightLbs,RedAge,BlueAge,LoseStreakDif,WinStreakDif,LongestWinStreakDif,WinDif,LossDif,TotalRoundDif,TotalTitleBoutDif,KODif,SubDif,HeightDif,ReachDif,AgeDif,SigStrDif,AvgSubAttDif,AvgTDDif,BetterRank,Finish,FinishRound,FinishRoundTime,TotalFightTimeSecs,label
Jim Miller,Damon Jackson,195.0,-238.0,195.0,42.0168,2024-11-16,"New York City, New York, USA",USA,False,Lightweight,MALE,3,1,0,1,2.96,0.42,1.2,2.3,0.32,4,5,30,0,0,1,2,1,2,0,6,Switch,180.34,180.34,155,1,0,0,2.99,0.42,1.7,1.52,0.44,7,17,99,0,0,2,6,6,12,0,26,Southpaw,172.72,180.34,155,41,36,0,0,-3,-20,-12,-69,0,-5,-10,7.62,0.0,-5,-0.03,-0.5,0.78,neither,SUB,1.0,2:44,164.0,0
David Onama,Roberto Romero,-1450.0,850.0,6.8966,850.0,2024-11-16,"New York City, New York, USA",USA,False,Lightweight,MALE,3,0,0,0,4.93,0.47,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,Orthodox,172.72,177.8,155,0,2,0,5.6,0.5,0.6,0.73,0.2,2,2,14,0,0,0,1,2,1,0,4,Orthodox,180.34,187.96,145,30,24,0,-2,-2,-4,-2,-14,0,-2,-1,-7.62,-10.16,-6,-0.67,-0.6,-0.73,neither,U-DEC,3.0,5:00,900.0,0
Marcin Tybura,Jhonata Diniz,-105.0,-115.0,95.2381,86.9565,2024-11-16,"New York City, New York, USA",USA,False,Heavyweight,MALE,3,0,3,0,3.36,0.53,0.0,0.0,0.0,3,0,6,0,0,0,1,2,0,0,3,Orthodox,193.04,200.66,254,1,0,0,3.57,0.49,0.1,1.42,0.33,5,8,49,0,1,0,6,4,1,0,12,Orthodox,190.5,198.12,249,39,33,-1,3,-2,-9,-8,-43,0,-2,-1,2.54,2.54,-6,-0.21,-0.1,-1.42,Red,KO/TKO,2.0,5:00,600.0,0
Mickey Gall,Ramiz Brahimaj,-170.0,142.0,58.8235,142.0,2024-11-16,"New York City, New York, USA",USA,False,Welterweight,MALE,3,1,0,0,2.26,0.44,1.5,1.51,0.35,1,3,11,0,0,0,0,0,2,0,2,Orthodox,177.8,182.88,170,3,0,0,3.5,0.49,1.6,1.15,0.32,3,6,24,0,0,0,1,0,5,0,6,Switch,187.96,187.96,170,32,31,-2,0,-2,-4,-3,-13,0,0,-3,-10.16,-5.08,-1,-1.24,-0.1,0.36,neither,KO/TKO,1.0,2:55,175.0,1
Bassil Hafez,Oban Elliott,250.0,-310.0,250.0,32.2581,2024-11-16,"New York City, New York, USA",USA,False,Welterweight,MALE,3,0,3,0,4.26,0.49,0.0,2.16,0.5,3,0,9,0,1,0,2,0,0,0,3,Orthodox,182.88,182.88,170,0,1,0,3.71,0.38,0.0,2.21,0.24,1,1,6,0,0,0,1,0,0,0,1,Orthodox,180.34,182.88,170,32,26,0,2,2,2,-1,3,0,0,0,2.54,0.0,-6,0.55,0.0,-0.05,neither,KO/TKO,3.0,0:40,640.0,1
Neil Magny,Carlos Prates,550.0,-800.0,550.0,12.5,2024-11-09,"Las Vegas, Nevada, USA",USA,False,Welterweight,MALE,5,0,4,0,4.39,0.57,0.0,0.44,1.0,4,0,7,0,0,0,0,4,0,0,4,Switch,185.42,198.12,170,1,0,0,3.43,0.46,0.2,2.12,0.38,7,11,88,0,0,4,10,6,2,0,22,Orthodox,190.5,203.2,170,37,31,-1,4,-3,-18,-11,-81,0,-2,-2,-5.08,-5.08,-6,0.96,-0.2,-1.68,Red,KO/TKO,1.0,4:50,290.0,1
Gerald Meerschaert,Reinier de Ridder,250.0,-310.0,250.0,32.2581,2024-11-09,"Las Vegas, Nevada, USA",USA,False,Middleweight,MALE,3,0,0,0,3.24,0.57,1.3,6.39,0.38,0,0,0,0,0,0,0,0,0,0,0,Southpaw,193.04,198.12,185,0,2,0,3.1,0.45,1.5,2.01,0.35,3,9,43,0,0,0,0,1,11,0,12,Southpaw,185.42,195.58,185,36,34,0,-2,-3,-12,-9,-43,0,-1,-11,7.62,2.54,-2,0.14,-0.2,4.38,neither,SUB,3.0,1:44,704.0,1
Gaston Bolanos,Cortavious Romious,205.0,-250.0,205.0,40.0,2024-11-09,"Las Vegas, Nevada, USA",USA,False,Bantamweight,MALE,3,0,1,0,2.1,0.37,1.0,1.97,0.66,1,1,4,0,0,0,1,0,0,0,1,Southpaw,162.56,172.72,135,1,0,0,3.74,0.5,0.0,0.78,1.0,1,1,5,0,0,0,1,0,0,0,1,Orthodox,170.18,175.26,135,32,30,-1,1,0,0,0,-1,0,0,0,-7.62,-2.54,-2,-1.64,1.0,1.19,neither,U-DEC,3.0,5:00,900.0,0
Luana Pinheiro,Gillian Robertson,360.0,-470.0,360.0,21.2766,2024-11-09,"Las Vegas, Nevada, USA",USA,False,Women's Strawweight,FEMALE,3,0,2,0,2.89,0.48,1.0,2.68,0.39,2,6,37,0,0,0,2,2,7,0,11,Orthodox,165.1,160.02,115,2,0,0,3.42,0.4,0.2,1.8,0.33,4,2,13,0,0,1,1,1,0,0,4,Orthodox,157.48,157.48,115,31,29,-2,2,-2,7,4,24,0,1,7,7.62,2.54,-2,-0.53,0.8,0.88,Red,U-DEC,3.0,5:00,900.0,1
Mansur Abdul-Malik,Dusko Todorovic,-485.0,370.0,20.6186,370.0,2024-11-09,"Las Vegas, Nevada, USA",USA,False,Middleweight,MALE,3,1,0,0,5.35,0.57,0.0,0.92,0.12,2,4,14,0,0,0,1,3,0,0,4,Orthodox,185.42,187.96,185,0,1,0,6.61,0.54,0.0,0.0,0.0,1,0,2,0,0,0,0,1,0,0,1,Orthodox,187.96,200.66,185,27,30,1,-1,1,3,4,12,0,2,0,-2.54,-12.7,3,-1.26,0.0,0.92,neither,KO/TKO,1.0,2:44,164.0,0
Brandon Moreno,Amir Albazi,-180.0,150.0,55.5556,150.0,2024-11-02,"Edmonton, Alberta, Canada",Canada,False,Flyweight,MALE,5,0,5,0,2.72,0.34,0.5,1.39,0.32,5,0,13,0,0,1,1,1,2,0,5,Orthodox,165.1,172.72,125,2,0,2,3.99,0.43,0.4,1.59,0.46,3,5,53,6,0,1,2,3,3,0,9,Orthodox,170.18,177.8,125,30,31,-2,5,2,-4,-5,-40,-6,-2,-1,-5.08,-5.08,1,-1.27,0.1,-0.2,Red,U-DEC,5.0,5:00,1500.0,0
Erin Blanchfield,Rose Namajunas,-155.0,130.0,64.5161,130.0,2024-11-02,"Edmonton, Alberta, Canada",Canada,False,Women's Flyweight,FEMALE,3,0,2,0,3.71,0.42,0.4,1.46,0.5,3,5,52,7,0,2,4,2,3,0,11,Orthodox,165.1,165.1,125,1,0,0,5.24,0.44,0.8,1.86,0.31,6,1,19,0,0,0,3,0,3,0,6,Orthodox,162.56,167.64,125,25,32,-1,2,-3,5,4,33,7,2,0,2.54,-2.54,7,-1.53,-0.4,-0.4,Red,U-DEC,5.0,5:00,1500.0,0
Caio Machado,Brendson Ribeiro,-192.0,160.0,52.0833,160.0,2024-11-02,"Edmonton, Alberta, Canada",Canada,False,Light Heavyweight,MALE,3,2,0,0,3.16,0.42,0.4,1.27,0.5,1,2,5,0,0,0,0,1,0,0,1,Orthodox,190.5,205.74,205,2,0,0,5.82,0.53,0.0,0.0,0.0,1,2,9,0,0,0,1,0,0,0,1,Southpaw,193.04,198.12,250,30,28,0,0,0,0,0,-4,0,1,0,-2.54,7.62,-2,-2.66,0.4,1.27,neither,S-DEC,3.0,5:00,900.0,1
Ariane da Silva,Jasmine Jasudavicius,190.0,-250.0,190.0,40.0,2024-11-02,"Edmonton, Alberta, Canada",Canada,False,Women's Flyweight,FEMALE,3,0,2,0,3.7,0.44,0.6,2.5,0.43,2,2,24,0,0,0,5,0,1,0,6,Orthodox,170.18,172.72,125,1,0,0,4.04,0.41,0.3,0.52,0.55,3,6,29,0,0,1,3,0,2,0,6,Orthodox,167.64,170.18,125,30,35,-1,2,-1,0,-4,-5,0,0,-1,2.54,2.54,5,-0.34,0.3,1.98,Red,SUB,3.0,2:28,748.0,1
Marc-Andre Barriault,Dustin Stoltzfus,-270.0,220.0,37.037,220.0,2024-11-02,"Edmonton, Alberta, Canada",Canada,False,Middleweight,MALE,3,1,0,0,3.47,0.44,1.1,2.31,0.41,1,5,17,0,0,0,1,1,1,0,3,Orthodox,182.88,190.5,185,2,0,0,5.98,0.47,0.1,0.21,0.25,2,7,31,0,0,0,2,2,1,0,5,Orthodox,185.42,187.96,185,34,32,-1,0,-1,-2,-2,-14,0,-1,0,-2.54,2.54,-2,-2.51,1.0,2.1,neither,KO/TKO,1.0,4:28,268.0,1
Mike Malott,Trevin Giles,-375.0,295.0,26.6667,295.0,2024-11-02,"Edmonton, Alberta, Canada",Canada,False,Welterweight,MALE,3,2,0,0,3.17,0.54,0.3,1.07,0.5,3,6,32,0,0,2,2,3,0,0,7,Orthodox,182.88,187.96,170,1,0,0,3.85,0.46,0.8,2.27,0.56,4,1,8,0,0,0,0,1,3,0,4,Orthodox,185.42,185.42,170,32,32,1,0,-1,3,5,24,0,2,-3,-2.54,2.54,0,-0.68,-0.5,-1.2,neither,U-DEC,3.0,5:00,900.0,0
Ilia Topuria,Max Holloway,-305.0,245.0,32.7869,245.0,2024-10-26,"Abu Dhabi, Abu Dhabi, United Arab Emirates",United Arab Emirates,True,Featherweight,MALE,5,0,3,0,7.16,0.47,0.3,0.25,0.53,13,7,98,9,0,1,8,11,2,0,22,Orthodox,180.34,175.26,145,0,7,0,4.69,0.47,1.1,2.02,0.61,7,0,16,1,0,0,2,4,1,0,7,Orthodox,170.18,175.26,145,27,32,0,-4,6,15,7,82,8,7,1,10.16,0.0,5,2.47,-0.8,-1.77,Red,KO/TKO,3.0,1:34,694.0,0
Robert Whittaker,Khamzat Chimaev,200.0,-245.0,200.0,40.8163,2024-10-26,"Abu Dhabi, Abu Dhabi, United Arab Emirates",United Arab Emirates,False,Middleweight,MALE,3,0,7,0,5.36,0.58,2.8,4.31,0.46,7,0,12,0,1,0,1,2,3,0,7,Orthodox,187.96,190.5,185,0,2,0,4.54,0.43,0.0,0.8,0.38,9,5,64,4,0,1,10,6,0,0,17,Orthodox,182.88,185.42,185,33,30,0,5,-2,-10,-5,-52,-4,-4,3,5.08,5.08,-3,0.82,2.8,3.51,Red,SUB,1.0,3:34,214.0,1
Magomed Ankalaev,Aleksandar Rakic,-340.0,270.0,29.4118,270.0,2024-10-26,"Abu Dhabi, Abu Dhabi, United Arab Emirates",United Arab Emirates,False,Light Heavyweight,MALE,3,2,0,0,4.16,0.5,0.1,0.66,0.23,4,3,22,0,0,0,4,2,0,0,6,Orthodox,193.04,198.12,205,0,10,1,3.64,0.52,0.0,0.92,0.31,9,1,33,1,0,0,4,6,0,0,10,Orthodox,190.5,190.5,205,32,32,2,-10,-5,-4,2,-11,-1,-4,0,2.54,7.62,0,0.52,0.1,-0.26,Red,U-DEC,3.0,5:00,900.0,0
Lerone Murphy,Dan Ige,-340.0,270.0,29.4118,270.0,2024-10-26,"Abu Dhabi, Abu Dhabi, United Arab Emirates",United Arab Emirates,False,Featherweight,MALE,3,1,0,0,3.66,0.45,0.2,0.99,0.26,6,7,49,0,0,2,3,4,2,0,11,Orthodox,170.18,180.34,145,0,6,1,4.8,0.54,0.6,1.78,0.54,6,0,20,0,0,1,3,2,0,0,6,Orthodox,175.26,185.42,145,33,33,1,-6,0,5,7,29,0,2,2,-5.08,-5.08,0,-1.14,-0.4,-0.79,Red,U-DEC,3.0,5:00,900.0,0
Shara Magomedov,Armen Petrosyan,-166.0,140.0,60.241,140.0,2024-10-26,"Abu Dhabi, Abu Dhabi, United Arab Emirates",United Arab Emirates,False,Middleweight,MALE,3,1,0,0,5.95,0.52,0.0,0.19,0.33,2,2,14,0,0,1,2,1,0,0,4,Orthodox,190.5,180.34,185,0,3,0,6.82,0.65,0.0,0.0,0.0,3,0,9,0,0,0,2,1,0,0,3,Orthodox,187.96,185.42,185,30,33,1,-3,-1,1,2,5,0,0,0,2.54,-5.08,3,-0.87,0.0,0.19,neither,KO/TKO,2.0,4:52,592.0,0
Ibo Aslan,Rafael Cerqueira,-108.0,-112.0,92.5926,89.2857,2024-10-26,"Abu Dhabi, Abu Dhabi, United Arab Emirates",United Arab Emirates,False,Light Heavyweight,MALE,3,0,0,0,1.18,0.1,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,Southpaw,190.5,193.04,205,0,2,0,8.34,0.5,0.0,0.0,0.0,2,0,4,0,0,0,0,2,0,0,2,Orthodox,190.5,195.58,205,28,34,0,-2,-2,-2,0,-4,0,-2,0,0.0,-2.54,6,-7.16,0.0,0.0,neither,KO/TKO,1.0,0:51,51.0,0
Geoff Neal,Rafael Dos Anjos,-245.0,200.0,40.8163,200.0,2024-10-26,"Abu Dhabi, Abu Dhabi, United Arab Emirates",United Arab Emirates,False,Welterweight,MALE,3,2,0,0,3.48,0.47,0.6,1.95,0.35,5,14,111,4,0,1,11,4,5,0,21,Southpaw,172.72,177.8,170,2,0,0,5.05,0.51,0.1,0.56,0.5,6,4,30,0,0,1,1,5,1,0,8,Southpaw,180.34,190.5,170,34,40,0,0,-1,13,10,81,4,-1,4,-7.62,-12.7,6,-1.57,0.5,1.39,Red,KO/TKO,1.0,1:30,90.0,0
Mateusz Rebecki,Myktybek Orolbai,215.0,-265.0,215.0,37.7358,2024-10-26,"Abu Dhabi, Abu Dhabi, United Arab Emirates",United Arab Emirates,False,Catch Weight,MALE,3,0,2,0,3.42,0.48,0.4,5.36,0.43,2,0,5,0,0,0,1,0,1,0,2,Orthodox,177.8,187.96,155,1,0,0,4.7,0.48,0.8,3.84,0.75,4,1,10,0,0,0,1,1,2,0,4,Southpaw,170.18,167.64,155,31,26,-1,2,-2,-2,-1,-5,0,-1,-1,7.62,20.32,-5,-1.28,-0.4,1.52,neither,S-DEC,3.0,5:00,900.0,0
Abus Magomedov,Brunno Ferreira,-155.0,130.0,64.5161,130.0,2024-10-26,"Abu Dhabi, Abu Dhabi, United Arab Emirates",United Arab Emirates,False,Middleweight,MALE,3,0,2,0,3.76,0.5,0.5,0.5,0.16,2,1,5,0,0,0,0,4,0,0,4,Orthodox,177.8,182.88,185,0,1,0,2.65,0.44,0.3,3.12,0.64,1,2,9,0,0,0,1,1,0,0,2,Orthodox,187.96,198.12,185,34,31,0,1,1,2,-1,-4,0,3,0,-10.16,-15.24,-3,1.11,0.2,-2.62,neither,SUB,3.0,3:14,794.0,0
Kennedy Nzechukwu,Chris Barnett,-800.0,550.0,12.5,550.0,2024-10-26,"Abu Dhabi, Abu Dhabi, United Arab Emirates",United Arab Emirates,False,Heavyweight,MALE,3,0,1,0,4.21,0.47,0.0,0.0,0.0,1,2,9,0,0,0,0,2,0,0,2,Orthodox,175.26,190.5,265,2,0,0,5.34,0.47,0.2,0.58,0.45,3,5,30,0,0,1,1,5,1,0,8,Southpaw,195.58,210.82,205,32,38,-2,1,-2,-6,-3,-21,0,-3,-1,-20.32,-20.32,6,-1.13,-0.2,-0.58,neither,KO/TKO,1.0,4:27,267.0,0
Farid Basharat,Victor Hugo,-575.0,425.0,17.3913,425.0,2024-10-26,"Abu Dhabi, Abu Dhabi, United Arab Emirates",United Arab Emirates,False,Featherweight,MALE,3,0,2,0,3.27,0.44,1.2,0.81,0.33,2,0,5,0,0,0,1,0,1,0,2,Orthodox,170.18,180.34,135,0,4,0,4.36,0.55,0.5,3.97,0.44,4,0,10,0,0,0,3,0,1,0,4,Orthodox,172.72,180.34,135,27,31,0,-2,-2,-2,0,-5,0,0,0,-2.54,0.0,4,-1.09,0.7,-3.16,neither,U-DEC,3.0,5:00,900.0,0
Ismail Naurdiev,Bruno Silva,-148.0,124.0,67.5676,124.0,2024-10-26,"Abu Dhabi, Abu Dhabi, United Arab Emirates",United Arab Emirates,False,Middleweight,MALE,3,3,0,0,3.85,0.47,0.0,0.78,0.23,3,5,19,0,0,0,0,4,0,0,4,Orthodox,182.88,187.96,185,1,0,0,3.41,0.53,0.2,1.6,0.4,1,2,12,0,0,0,2,0,0,0,2,Orthodox,177.8,187.96,185,28,35,2,0,2,2,3,7,0,4,0,5.08,0.0,7,0.44,-0.2,-0.82,neither,U-DEC,3.0,5:00,900.0,0
Rinat Fakhretdinov,Carlos Leal,-218.0,180.0,45.8716,180.0,2024-10-26,"Abu Dhabi, Abu Dhabi, United Arab Emirates",United Arab Emirates,False,Welterweight,MALE,3,0,0,0,7.13,0.43,0.0,1.0,0.25,0,0,0,0,0,0,0,0,0,0,0,Orthodox,180.34,187.96,170,0,4,1,4.78,0.52,0.2,3.95,0.34,3,0,13,0,0,1,2,0,1,0,4,Orthodox,182.88,187.96,170,33,30,0,-4,-3,-4,0,-13,0,0,-1,-2.54,0.0,-3,2.35,-0.2,-2.95,neither,U-DEC,3.0,5:00,900.0,0
Anthony Hernandez,Michel Pereira,-162.0,136.0,61.7284,136.0,2024-10-19,"Las Vegas, Nevada, USA",USA,False,Middleweight,MALE,5,0,8,0,4.46,0.53,0.8,1.27,0.52,8,2,25,0,0,1,3,2,3,0,9,Orthodox,185.42,185.42,185,0,5,0,4.9,0.63,2.3,6.64,0.44,5,2,19,0,0,0,1,1,4,0,6,Orthodox,182.88,190.5,185,31,31,0,3,3,3,0,6,0,1,-1,2.54,-5.08,0,-0.44,-1.5,-5.37,Red,KO/TKO,5.0,2:22,1342.0,0
Rob Font,Kyler Phillips,455.0,-625.0,455.0,16.0,2024-10-19,"Las Vegas, Nevada, USA",USA,False,Bantamweight,MALE,3,0,3,0,5.28,0.44,0.4,2.63,0.51,4,1,21,0,0,0,4,2,1,0,7,Orthodox,172.72,182.88,135,2,0,0,5.44,0.45,0.3,0.84,0.34,4,7,46,0,0,0,3,6,1,0,10,Orthodox,172.72,180.34,135,37,29,-2,3,0,-3,-6,-25,0,-4,0,0.0,2.54,-8,-0.16,0.1,1.79,Red,U-DEC,3.0,5:00,900.0,0
Charles Johnson,Sumudaerji,-305.0,245.0,32.7869,245.0,2024-10-19,"Las Vegas, Nevada, USA",USA,False,Flyweight,MALE,3,2,0,0,4.72,0.53,0.9,0.23,0.25,3,3,12,0,0,0,2,1,0,0,3,Southpaw,172.72,182.88,125,0,3,0,4.77,0.5,0.4,0.56,0.23,3,4,25,0,0,1,2,2,0,0,5,Switch,175.26,177.8,125,33,28,2,-3,0,-2,-1,-13,0,-1,0,-2.54,5.08,-5,-0.05,0.5,-0.33,neither,U-DEC,3.0,5:00,900.0,0
Jake Hadley,Cameron Smotherman,-575.0,425.0,17.3913,425.0,2024-10-19,"Las Vegas, Nevada, USA",USA,False,Bantamweight,MALE,3,1,0,0,6.25,0.37,0.0,0.0,0.0,0,1,1,0,0,0,0,0,0,0,0,Orthodox,175.26,175.26,135,0,1,0,3.8,0.43,1.1,0.33,0.11,2,3,17,0,0,0,1,1,2,0,4,Southpaw,170.18,177.8,135,28,27,1,-1,-2,-4,-2,-16,0,-1,-2,5.08,-2.54,-1,2.45,-1.1,-0.33,neither,U-DEC,3.0,5:00,900.0,1
Darren Elkins,Daniel Pineda,-170.0,142.0,58.8235,142.0,2024-10-19,"Las Vegas, Nevada, USA",USA,False,Featherweight,MALE,3,2,0,0,2.85,0.49,1.5,1.42,0.24,2,7,27,0,0,0,0,1,4,0,5,Orthodox,170.18,175.26,145,0,1,0,3.4,0.38,1.1,2.86,0.34,6,10,72,0,0,2,9,4,3,0,18,Orthodox,177.8,180.34,145,40,39,2,-1,-4,-13,-3,-45,0,-3,1,-7.62,-5.08,-1,-0.55,0.4,-1.44,neither,U-DEC,3.0,5:00,900.0,0
Matheus Nicolau,Asu Almabayev,205.0,-250.0,205.0,40.0,2024-10-19,"Las Vegas, Nevada, USA",USA,False,Flyweight,MALE,3,0,3,0,2.11,0.56,1.7,5.08,0.5,3,0,8,0,0,0,2,0,1,0,3,Orthodox,162.56,165.1,125,2,0,0,3.31,0.51,0.8,1.22,0.43,4,3,24,0,0,2,3,1,1,0,7,Orthodox,167.64,167.64,125,31,30,-2,3,-1,-4,-3,-16,0,-1,0,-5.08,-2.54,-1,-1.2,0.9,3.86,Red,U-DEC,3.0,5:00,900.0,1
Brad Katona,Jean Matsumoto,170.0,-205.0,170.0,48.7805,2024-10-19,"Las Vegas, Nevada, USA",USA,False,Bantamweight,MALE,3,0,2,0,5.2,0.4,0.4,1.13,0.27,2,0,5,0,0,0,1,0,1,0,2,Orthodox,167.64,172.72,135,0,1,0,4.84,0.52,0.0,1.88,0.34,2,3,21,1,0,0,4,0,0,0,4,Orthodox,167.64,162.56,135,32,25,0,1,0,-2,-3,-16,-1,0,1,0.0,10.16,-7,0.36,0.4,-0.75,neither,U-DEC,3.0,5:00,900.0,1
Joselyne Edwards,Tamires Vidal,-258.0,210.0,38.7597,210.0,2024-10-19,"Las Vegas, Nevada, USA",USA,False,Women's Bantamweight,FEMALE,3,2,0,0,2.91,0.53,0.7,0.0,0.0,1,2,7,0,0,0,0,1,0,0,1,Orthodox,167.64,172.72,135,2,0,0,4.48,0.52,0.6,1.23,0.39,3,4,24,0,0,2,2,0,0,0,4,Orthodox,172.72,177.8,135,29,26,0,0,-2,-3,-2,-17,0,1,0,-5.08,-5.08,-3,-1.57,0.1,-1.23,neither,SUB,3.0,4:33,873.0,0
Jessica Penne,Elise Reed,190.0,-230.0,190.0,43.4783,2024-10-19,"Las Vegas, Nevada, USA",USA,False,Women's Strawweight,FEMALE,3,1,0,0,3.5,0.53,0.0,0.49,0.6,1,4,17,0,0,1,2,0,0,0,3,Orthodox,160.02,160.02,115,2,0,0,2.63,0.33,0.5,1.29,0.18,2,6,30,1,0,2,0,1,3,0,6,Orthodox,165.1,170.18,115,41,31,-1,0,-1,-3,-2,-13,-1,-1,-3,-5.08,-10.16,-10,0.87,-0.5,-0.8,neither,U-DEC,3.0,5:00,900.0,1
Melissa Martinez,Alice Ardelean,-155.0,130.0,64.5161,130.0,2024-10-19,"Las Vegas, Nevada, USA",USA,False,Women's Strawweight,FEMALE,3,1,0,0,4.97,0.45,0.0,1.0,0.4,0,1,3,0,0,0,0,0,0,0,0,Orthodox,160.02,157.48,115,1,0,0,3.9,0.52,0.0,0.5,0.5,0,1,3,0,0,0,0,0,0,0,0,Southpaw,157.48,167.64,115,27,32,0,0,0,0,0,0,0,0,0,2.54,-10.16,5,1.07,0.0,0.5,neither,U-DEC,3.0,5:00,900.0,0
Austen Lane,Robelis Despaigne,330.0,-425.0,330.0,23.5294,2024-10-19,"Las Vegas, Nevada, USA",USA,False,Heavyweight,MALE,3,1,0,0,2.11,0.59,0.0,0.0,0.0,1,1,4,0,0,0,0,1,0,0,1,Orthodox,200.66,213.36,265,2,0,0,2.47,0.5,0.0,2.03,0.3,1,3,6,0,0,0,0,1,0,0,1,Orthodox,198.12,203.2,245,36,36,-1,0,0,0,-2,-2,0,0,0,2.54,10.16,0,-0.36,0.0,-2.03,neither,U-DEC,3.0,5:00,900.0,0
Grant Dawson,Rafa Garcia,-380.0,300.0,26.3158,300.0,2024-10-12,"Las Vegas, Nevada, USA",USA,False,Lightweight,MALE,3,0,2,0,3.97,0.42,0.3,3.38,0.44,2,3,20,0,0,0,3,0,1,0,4,Orthodox,170.18,177.8,155,0,1,1,3.15,0.52,1.2,3.65,0.38,6,1,31,0,0,0,4,1,5,0,10,Switch,177.8,182.88,155,30,30,0,1,-4,-6,2,-11,0,-1,-4,-7.62,-5.08,0,0.82,-0.9,-0.27,neither,KO/TKO,2.0,1:42,402.0,0
Daniel Rodriguez,Alex Morono,-245.0,200.0,40.8163,200.0,2024-10-12,"Las Vegas, Nevada, USA",USA,False,Welterweight,MALE,3,1,0,0,4.96,0.4,0.3,0.34,0.25,4,7,53,0,0,1,8,2,2,0,13,Orthodox,180.34,182.88,170,3,0,0,7.5,0.49,0.1,0.59,0.54,4,4,29,0,0,1,4,2,1,0,8,Southpaw,185.42,187.96,170,37,34,-2,0,0,5,3,24,0,0,1,-5.08,-5.08,-3,-2.54,0.2,-0.25,neither,S-DEC,3.0,5:00,900.0,0
CJ Vergara,Ramazan Temirov,240.0,-298.0,240.0,33.557,2024-10-12,"Las Vegas, Nevada, USA",USA,False,Flyweight,MALE,3,0,0,0,8.12,0.41,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,Orthodox,162.56,160.02,125,1,0,0,5.1,0.56,0.2,0.0,0.0,2,3,17,0,0,1,1,2,0,0,4,Orthodox,167.64,172.72,125,33,27,-1,0,-2,-4,-3,-17,0,-2,0,-5.08,-12.7,-6,3.02,-0.2,0.0,neither,KO/TKO,1.0,2:50,170.0,1
Jonathan Pearce,Pat Sabatini,-180.0,150.0,55.5556,150.0,2024-10-12,"Las Vegas, Nevada, USA",USA,False,Featherweight,MALE,3,1,0,0,1.94,0.59,2.0,3.97,0.44,4,2,14,0,0,0,3,0,2,0,5,Orthodox,172.72,177.8,145,2,0,0,5.12,0.54,0.8,5.02,0.5,5,3,21,0,0,0,2,3,1,0,6,Switch,182.88,180.34,145,32,33,-1,0,-1,-1,-1,-7,0,-3,1,-10.16,-2.54,1,-3.18,1.2,-1.05,neither,SUB,1.0,4:06,246.0,1
Themba Gorimbo,Niko Price,-290.0,235.0,34.4828,235.0,2024-10-12,"Las Vegas, Nevada, USA",USA,False,Welterweight,MALE,3,0,1,0,5.21,0.42,0.7,1.04,0.29,2,7,34,0,0,0,2,4,2,0,8,Orthodox,182.88,193.04,170,0,3,0,3.11,0.61,0.6,4.89,0.65,3,1,9,0,0,0,2,1,0,0,3,Orthodox,185.42,195.58,170,33,35,0,-2,-1,5,6,25,0,3,2,-2.54,-2.54,2,2.1,0.1,-3.85,neither,U-DEC,3.0,5:00,900.0,0
Junior Tafa,Sean Sharaf,-238.0,195.0,42.0168,195.0,2024-10-12,"Las Vegas, Nevada, USA",USA,False,Heavyweight,MALE,3,0,0,0,7.31,0.44,0.0,2.07,0.12,0,0,0,0,0,0,0,0,0,0,0,Orthodox,190.5,195.58,252,2,0,0,3.36,0.49,0.0,0.0,0.0,1,3,7,0,0,0,0,1,0,0,1,Orthodox,190.5,190.5,240,28,31,-2,0,-1,-1,-3,-7,0,-1,0,0.0,5.08,3,3.95,0.0,2.07,neither,KO/TKO,2.0,2:15,435.0,0
